id,genericName,brandName,country,expiryDate,schedule,importerName,importerId,aliases
-0UIHYABFPy-ZFU4AEme,THIAMINE INJECTION BP 100MG/2ML,***,INDIA,29 Jul 2024,II B,Pharma Associates (Pvt) Ltd,UGhhcm1hIEFzc29jaWF0ZXMgKFB2dCkgTHRk,
_EUIHYABFPy-ZFU4AEme,TICAGRELOR TABLETS 90MG,TIGLOR,INDIA,20 Mar 2024,II B,Pharma Associates (Pvt) Ltd,UGhhcm1hIEFzc29jaWF0ZXMgKFB2dCkgTHRk,
_UUIHYABFPy-ZFU4AEme,TRIAMCINOLONE ACETONIDE INJECTABLE 40MG/ML,TRIAM,KOREA,13 Aug 2022,II B,Pharma Associates (Pvt) Ltd,UGhhcm1hIEFzc29jaWF0ZXMgKFB2dCkgTHRk,
_kUIHYABFPy-ZFU4AEme,VERAPAMIL INJECTION BP 5MG/2ML,VPL,INDIA,22 Jul 2022,II B,Pharma Associates (Pvt) Ltd,UGhhcm1hIEFzc29jaWF0ZXMgKFB2dCkgTHRk,
_0UIHYABFPy-ZFU4AEme,VITAMIN A 4000IU & VITAMIN D3 400IU CAPSULES,RECTAL-4,INDIA,04 May 2023,II B,Pharma Associates (Pvt) Ltd,UGhhcm1hIEFzc29jaWF0ZXMgKFB2dCkgTHRk,
AEUIHYABFPy-ZFU4AEqe,VITAMIN E 400MG USP SOFT GELATIN CAPSULES,TOCOSOFT 400,INDIA,04 May 2022,II B,Pharma Associates (Pvt) Ltd,UGhhcm1hIEFzc29jaWF0ZXMgKFB2dCkgTHRk,
AUUIHYABFPy-ZFU4AEqe,ADAPALENE GEL 0.1%,ACNEPALE,INDIA,06 Jun 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
AkUIHYABFPy-ZFU4AEqe,ALFACALCIDOL TABLETS 0.5MCG,XBONE 0.5,PAKISTAN,27 Jan 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
A0UIHYABFPy-ZFU4AEqe,ALFACALCIDOL TABLETS 1MCG,XBONE 1MCG,PAKISTAN,30 Jan 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
BEUIHYABFPy-ZFU4AEqe,AMLODIPINE BESYLATE TABLETS USP 5MG,AMLOSWIZ 5,INDIA,20 Jun 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
BUUIHYABFPy-ZFU4AEqe,ANASTROZOLE TABLETS IMG,ANAGLOB,INDIA,24 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
BkUIHYABFPy-ZFU4AEqe,ARIPIPRAZOLE TABLETS 10MG,MACTRIL 10,PAKISTAN,27 Dec 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
B0UIHYABFPy-ZFU4AEqe,ATENOLOL TABLETS BP 50MG,BP NORM 50,INDIA,19 Dec 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
CEUIHYABFPy-ZFU4AEqe,ATORVASTATIN CALCIUM 20MG TABLETS,ATORIN-20,INDIA,01 Dec 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
CUUIHYABFPy-ZFU4AEqe,AZITHROMYCIN TABLETS 500MG,ZIMAX,BANGLADESH,15 Feb 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
CkUIHYABFPy-ZFU4AEqe,AZITHROMYCIN TABLETS USP 500MG,SWILLIDE 500,INDIA,28 Jun 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
C0UIHYABFPy-ZFU4AEqe,BACLOFEN TABLET BP 5MG,FLEXILAX 5,BANGLADESH,08 May 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
DEUIHYABFPy-ZFU4AEqe,BETAMETHASONE SODIUM PHOSPHATE 0.1%+NEOPMYCIN SULP 0.5% BP EYE / EAR /NASAL DROPS,BETNOR E2N,INDIA,30 Sep 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
DUUIHYABFPy-ZFU4AEqe,BICALUTAMIDE TABLETS USP 50MG,PROSTAGLOB,INDIA,11 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
DkUIHYABFPy-ZFU4AEqe,BISOPROLOL FUMARATE TABLETS USP 5MG,BETASWIZ-5,INDIA,21 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
D0UIHYABFPy-ZFU4AEqe,BUPIVACAINE HYDROCHLORIDE IN DEXTROSE INJETION USP 5MG & 80MG/4ml,ANESPINE,BANGLADESH,05 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
EEUIHYABFPy-ZFU4AEqe,CAPECITABINE TABLETS USP 500MG,GLOCAPX,INDIA,24 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
EUUIHYABFPy-ZFU4AEqe,CEFIXIME CAPSULES 400MG,CEF 3,BANGLADESH,05 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
EkUIHYABFPy-ZFU4AEqe,CEFIXIME FOR ORAL SUSPENSION USP 100MG/5ML,CEF 3,BANGLADESH,24 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
E0UIHYABFPy-ZFU4AEqe,CEFOTAXIME FOR INJECTION USP 1G,MAXCEF 01,BANGLADESH,15 Dec 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
FEUIHYABFPy-ZFU4AEqe,CEFTAZIDIME FOR INJECTION USP 1G,CEFTAZID,BANGLADESH,25 Feb 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
FUUIHYABFPy-ZFU4AEqe,CEFTRIAXONE FOR INJECTION USP 250MG,CEFTRON,BANGLADESH,27 May 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
FkUIHYABFPy-ZFU4AEqe,CEFUROXIME AXETIL TABLET USP 500MG,CEUROX 500,INDIA,01 Feb 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
F0UIHYABFPy-ZFU4AEqe,CELECOXIB CAPSULES 100MG,SWIZCOX 100,INDIA,20 Feb 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
GEUIHYABFPy-ZFU4AEqe,CELECOXIB CAPSULES 200MG,SWIZCOX 200,INDIA,16 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
GUUIHYABFPy-ZFU4AEqe,CETIRIZINE HYDROCHLORIDE TABLET BP 10MG,AUROZINE,INDIA,12 Jul 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
GkUIHYABFPy-ZFU4AEqe,CILOSTAZOL TABLETS USP 100MG,LABISTA 100,PAKISTAN,16 Dec 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
G0UIHYABFPy-ZFU4AEqe,CLINDAMYCIN HYDROCHLORIDE USP 150MG,CLIMYCIN,BANGLADESH,18 Feb 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
HEUIHYABFPy-ZFU4AEqe,CLINDAMYCIN INJECTION USP 300MG/2ML,CLIM,INDIA,20 Jul 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
HUUIHYABFPy-ZFU4AEqe,CLONAZEPAM TABLETS USP 0.5MG,CLONAX 0.5MG,INDIA,17 Aug 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
HkUIHYABFPy-ZFU4AEqe,CLONAZEPAM TABLETS USP 2MG,CLONAX 2,INDIA,15 Nov 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
H0UIHYABFPy-ZFU4AEqe,CLOPIDOGREL TABLETS USP 75MG,ANCLOG 75,BANGLADESH,21 Sep 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
IEUIHYABFPy-ZFU4AEqe,CLOXACILLIN SODIUM CAPSULES USP 250MG,***,INDIA,26 Oct 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
IUUIHYABFPy-ZFU4AEqe,DESLORATADINE SYRUP 2.5MG/5ML,SEDNO SYRUP,BANGLADESH,04 Sep 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
IkUIHYABFPy-ZFU4AEqe,DEXAMETHASONE TABLETS BP 0.5MG,***,INDIA,30 May 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
I0UIHYABFPy-ZFU4AEqe,DICLOFENAC SODIUM SUPPOSITORIES 50MG,CLOFENAC,BANGLADESH,22 Sep 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
JEUIHYABFPy-ZFU4AEqe,DOMPERIDONE SYRUP 5MG/5ML,MOTINORM,INDIA,15 Jul 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
JUUIHYABFPy-ZFU4AEqe,DONEPEZIL HYDROCHIORIDE TABLETS 5MG,ELZER 5,BANGLADESH,06 May 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
JkUIHYABFPy-ZFU4AEqe,DOXYCYCLINE DISPERSIBLE TABLETS BP 100MG,DOXY-DT,INDIA,31 Aug 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
J0UIHYABFPy-ZFU4AEqe,DULOXETINE HYDROCHLORIDE TABLETS 60MG,LOXEPIL 60,INDIA,27 Jun 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
KEUIHYABFPy-ZFU4AEqe,ESCITALOPRAM TABLETS USP 10MG,DEXANIL 10,INDIA,16 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
KUUIHYABFPy-ZFU4AEqe,ESCITALOPRAM TABLETS USP 5MG,DEXANIL 5,INDIA,10 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
KkUIHYABFPy-ZFU4AEqe,ESCITALOPRAM TABLETS USP 5MG,DEXANIL 5,INDIA,10 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
K0UIHYABFPy-ZFU4AEqe,ETOPOSIDE CAPSULES BP 100MG,ETOGLOB,INDIA,24 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
LEUIHYABFPy-ZFU4AEqe,ETORICOXIB TABLETS 90MG,TORY 90,BANGLADESH,02 Oct 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
LUUIHYABFPy-ZFU4AEqe,FERROUS FUMARATE 182.4MG+ FOLIC ACID 400MCG,***,INDIA,08 Feb 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
LkUIHYABFPy-ZFU4AEqe,FEXOFENADINE HYDROCHLORIDE SUSPENSION 30MG/5ML,FEXO,BANGLADESH,03 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
L0UIHYABFPy-ZFU4AEqe,FEXOFENADINE HYDROHLORIDE SUSPENSION 30MG/5ML,FENGIC,BANGLADESH,03 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
MEUIHYABFPy-ZFU4AEqe,FLUCLOXACILLIN CAPSULES BP 250MG,PHYLOPEN,BANGLADESH,12 Jul 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
MUUIHYABFPy-ZFU4AEqe,FLUCONAZOLE CAPSULES 150MG,FLUGAL 150,BANGLADESH,04 Aug 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
MkUIHYABFPy-ZFU4AEqe,FLUTICASONE CREAM BP 0.05%,TICAS,BANGLADESH,12 Sep 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
M0UIHYABFPy-ZFU4AEqe,FLUTICASONE OINTMENT BP 0.005% W/W,TICAS,BANGLADESH,03 Apr 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
NEUIHYABFPy-ZFU4AEqe,FOLIC ACID TABLETS BP 1MG,FOLI-1,INDIA,21 Jun 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
NUUIHYABFPy-ZFU4AEqe,FRUSEMIDE INJECTION BP 20MG/2ML,FRUMED 20,INDIA,15 Nov 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
NkUIHYABFPy-ZFU4AEqe,GENTAMICIN OINTMENT BP 0.1% W/W,GENACYN,BANGLADESH,15 Feb 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
N0UIHYABFPy-ZFU4AEqe,HYDROXYUREA CAPSULES BP 500MG,GLUREA 500,INDIA,08 Aug 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
OEUIHYABFPy-ZFU4AEqe,IBANDRONIC ACID TABLETS 150MG,FILBONE,PAKISTAN,07 Nov 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
OUUIHYABFPy-ZFU4AEqe,IMATINIB TABLETS 400MG,GLOMATINIB,INDIA,17 Sep 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
OkUIHYABFPy-ZFU4AEqe,IPRATROPIUM BROMIDE & SALBUTAMOL SULPHATE NEBULISER SOLUTION,SULPREX NEBULISER,BANGLADESH,11 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
O0UIHYABFPy-ZFU4AEqe,IPRATROPIUM BROMIDE BP 20MCG+SALBUTAMOL SULPHATE BP 10MCG/PUFF,SULPREX,BANGLADESH,12 Feb 2025,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
PEUIHYABFPy-ZFU4AEqe,IPRATROPIUM PRESSURISED INHALATION BP 20MCG/PUFF,IPREX,BANGLADESH,28 May 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
PUUIHYABFPy-ZFU4AEqe,KETOPROFEN GEL BP 2.5%,KOP GEL,BANGLADESH,04 Nov 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
PkUIHYABFPy-ZFU4AEqe,LACTULOSE SOLUTION USP 3.4G/5ML,OSMOLAX,BANGLADESH,05 Sep 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
P0UIHYABFPy-ZFU4AEqe,LEFLUNOMIDE TABLETS USP 20MG,AIDRA,PAKISTAN,14 Dec 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
QEUIHYABFPy-ZFU4AEqe,LEFLUNOMIDE TABLETS USP 20MG,AIDRA,PAKISTAN,14 Dec 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
QUUIHYABFPy-ZFU4AEqe,LEVETIRACETAM INJECTION 500MG/5ML,IRACET,BANGLADESH,07 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
QkUIHYABFPy-ZFU4AEqe,LEVETIRACETAM ORAL SOLUTION USP 100MG/ML,IRACET,BANGLADESH,17 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
Q0UIHYABFPy-ZFU4AEqe,LEVOCETIRIZINE TABLETS 5MG,SWICET-L,INDIA,29 Jun 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
REUIHYABFPy-ZFU4AEqe,LEVOFLOXACIN TABLETS USP 250MG,NEUMO 250,PAKISTAN,14 Jun 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
RUUIHYABFPy-ZFU4AEqe,LIDOCAINE INJECTION BP 2%,ALCAINE,INDIA,08 Aug 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
RkUIHYABFPy-ZFU4AEqe,LINAGLIPTIN TABLETS 5MG,LINITA,BANGLADESH,15 Dec 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
R0UIHYABFPy-ZFU4AEqe,LITHIUM CARBONATE PROLONGED RELEASE TABLETS BP 400MG,MANICARB SR 400,INDIA,31 Dec 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
SEUIHYABFPy-ZFU4AEqe,MELOXICAM TABLETS USP 15MG,MELBON 15,PAKISTAN,24 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
SUUIHYABFPy-ZFU4AEqe,MELOXICAM TABLETS USP 15MG,MELBON 15,PAKISTAN,24 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
SkUIHYABFPy-ZFU4AEqe,MELOXICAM TABLETS USP 7.5MG,M.COM 7.5,PAKISTAN,24 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
S0UIHYABFPy-ZFU4AEqe,MEMANTINE HYDROCHLORIDE TABLETS 10MG,POLIANT 10,PAKISTAN,22 Feb 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
TEUIHYABFPy-ZFU4AEqe,MEMENTINE HYDROCHLORIDE TABLETS USP 10MG,ALZITIN,INDIA,21 Feb 2025,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
TUUIHYABFPy-ZFU4AEqe,METFORMIN TABLETS BP 500MG,AUROMET,INDIA,11 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
TkUIHYABFPy-ZFU4AEqe,METFORMIN TABLETS BP 850MG,AUROMET,INDIA,19 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
T0UIHYABFPy-ZFU4AEqe,METHOTREXATE TABLETS BP 2.5MG,TREXGLO,INDIA,24 Dec 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
UEUIHYABFPy-ZFU4AEqe,METHYLPREDNISOLINE TABLETS BP 8MG,MEPRELON,INDIA,14 Dec 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
UUUIHYABFPy-ZFU4AEqe,METHYLPREDNISOLONE TABLETS BP 16MG,MEPRELON,INDIA,14 Dec 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
UkUIHYABFPy-ZFU4AEqe,METRONIDAZOLE 10MG + CHLORHEXIDINE GLUCONATE 2.5MG/G GEL,COVINEX,INDIA,14 Dec 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
U0UIHYABFPy-ZFU4AEqe,METRONIDAZOLE INTRAVENOUS INFUSION BP 0.5%,AMODIS 500,BANGLADESH,15 Feb 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
VEUIHYABFPy-ZFU4AEqe,MOXIFLOXACIN INTRAVENOUS INFUSION 400MG/250ML,IVENTI 400,BANGLADESH,02 Dec 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
VUUIHYABFPy-ZFU4AEqe,MOXIFLOXACIN TABLETS 400MG,PALZIC 400,PAKISTAN,24 Jul 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
VkUIHYABFPy-ZFU4AEqe,MULTIVITAMIN & MINNERAL SUPPLEMENT,EVAGREEN SILVER,BANGLADESH,08 Feb 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
V0UIHYABFPy-ZFU4AEqe,NEOSTIGMINE METHYLSULPHATE INJECTION USP 0.5MG/ML,VERSIA,BANGLADESH,28 Dec 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
WEUIHYABFPy-ZFU4AEqe,OLOPATADINE HYDROCHLORIDE OPHTHALMIC SOLUTION USP 0.1% W/V,ALACOT,BANGLADESH,25 Jul 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
WUUIHYABFPy-ZFU4AEqe,OMEPRAZOLE CAPSULES BP 20MG GASTRO REGISTANT BP 20MG,OMISWISS 20,INDIA,23 Jun 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
WkUIHYABFPy-ZFU4AEqe,OMEPRAZOLE DELAYED RELEASE CAPSULES USP 20MG,STROZOIE,INDIA,03 Nov 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
W0UIHYABFPy-ZFU4AEqe,ONDANSETRON ORAL SUSPENSION USP 4MG/5ML,DANSET 4,INDIA,11 Oct 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
XEUIHYABFPy-ZFU4AEqe,ONDANSETRON ORAL SUSPENSION USP 4MG/5ML,OFRAN,BANGLADESH,02 Nov 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
XUUIHYABFPy-ZFU4AEqe,OXYMETAZOLINE HYDROCHLORIDE USP 0.025% NASAL SOLUTION,NOCON 0.025%,BANGLADESH,05 Aug 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
XkUIHYABFPy-ZFU4AEqe,PANTOPRAZOLE INJECTION 40MG,TRUPAN 40,BANGLADESH,30 May 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
X0UIHYABFPy-ZFU4AEqe,PANTOPRAZOLE SODIUM TABLET 40MG,PANTAZ,INDIA,16 Dec 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
YEUIHYABFPy-ZFU4AEqe,PIVMECILLINAM HYDROCHLORIDE TABLETS 200MG,EMCIL 200,BANGLADESH,04 Oct 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
YUUIHYABFPy-ZFU4AEqe,POLYETHYLENE GLYCOL 3350 POWDER FOR ORAL SOLUTION,SWISSPEG,INDIA,06 Feb 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
YkUIHYABFPy-ZFU4AEqe,POVIDONE IODINE OINTMENT USP 5%,VIODIN,BANGLADESH,03 Oct 2022,II A,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
Y0UIHYABFPy-ZFU4AEqe,QUETIAPINE FUMARATE TABLETS 100MG,QUETAPIL 100,INDIA,29 Dec 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
ZEUIHYABFPy-ZFU4AEqe,QUETIAPINE FUMARATE TABLETS 50MG,QUETAPIL 50,INDIA,28 Dec 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
ZUUIHYABFPy-ZFU4AEqe,RABEPRAZOLE SODIUM TABLETS 20MG,REPRAZ 20,INDIA,19 Dec 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
ZkUIHYABFPy-ZFU4AEqe,RISPERIDONE TABLETS USP 2MG,ZEPID 2,INDIA,22 Feb 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
Z0UIHYABFPy-ZFU4AEqe,SILDENAFIL CITRATE TABLETS 50MG,VIGOREX 50,BANGLADESH,12 Sep 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
aEUIHYABFPy-ZFU4AEqe,SILDENAFIL TABLETS 50MG,EROGRA 50,INDIA,05 Jun 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
akUIHYABFPy-ZFU4AEqe,SITAGLIPTIN PHOSPHATE TABLETS 100MG,SWIZGLIPT 100,INDIA,23 Jun 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
a0UIHYABFPy-ZFU4AEqe,SITAGLIPTIN TABLETS 50MG,SWIZGLIPT 50,INDIA,23 Jun 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
bEUIHYABFPy-ZFU4AEqe,TACROLIMUS CAPSULES USP 1MG,TCOGLOB 1,INDIA,10 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
bUUIHYABFPy-ZFU4AEqe,TACROLIMUS CAPSULES USP 5MG,TOOGLOB,INDIA,10 Mar 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
bkUIHYABFPy-ZFU4AEqe,TAMOXIFEN TABLETS BP 20MG,TAMOLOB 20,INDIA,31 Jul 2024,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
b0UIHYABFPy-ZFU4AEqe,TELMISARTAN TABLETS USP 20MG,TELSURE 20,INDIA,20 Jun 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
cEUIHYABFPy-ZFU4AEqe,TELMISARTAN TABLETS USP 40MG,TELSURE 40,INDIA,20 Jun 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
cUUIHYABFPy-ZFU4AEqe,TENOXICAM TABLETS BP 20MG,TOBITILL 20,PAKISTAN,23 Jan 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
ckUIHYABFPy-ZFU4AEqe,TENOXICAM TABLETS BP 20MG,TOBITILL 20,PAKISTAN,23 Jan 2023,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
c0UIHYABFPy-ZFU4AEqe,TETRACYCLINE HYDROCHLORIDE OINTMENT USP 30MG/G,TETRACHEM,INDIA,23 Apr 2022,II B,PharmAce (Pvt) Ltd,UGhhcm1BY2UgKFB2dCkgTHRk,
